6.545979976654052734e-01,1.521884560585021973e+00,1.500332355499267578e+00,2.379898548126220703e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.824011445045471191e-01,5.161883234977722168e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.351218700408935547e-01,0.000000000000000000e+00
9.024689197540283203e-01,1.606348633766174316e+00,1.177093267440795898e+00,2.394155502319335938e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.686625123023986816e-01,5.837608575820922852e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.719328403472900391e-01,0.000000000000000000e+00
1.146538853645324707e+00,9.409306049346923828e-01,1.438076972961425781e+00,1.413412809371948242e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155292272567749023e+00,8.034743070602416992e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.376882314682006836e-01,0.000000000000000000e+00
1.019050359725952148e+00,1.103328824043273926e+00,1.543280601501464844e+00,1.621000766754150391e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.050256371498107910e+00,7.241225242614746094e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.709169626235961914e-01,0.000000000000000000e+00
9.007294774055480957e-01,1.250548720359802246e+00,1.456725358963012695e+00,1.910569906234741211e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.723426103591918945e-01,6.989831328392028809e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.067945480346679688e-01,0.000000000000000000e+00
8.845416307449340820e-01,1.284675478935241699e+00,1.450922966003417969e+00,1.958566427230834961e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.636916518211364746e-01,6.984397768974304199e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.059706926345825195e-01,0.000000000000000000e+00
8.884411454200744629e-01,1.285861849784851074e+00,1.428528070449829102e+00,1.941337823867797852e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.894776344299316406e-01,7.197414040565490723e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.137144088745117188e-01,0.000000000000000000e+00
9.040881991386413574e-01,1.275206208229064941e+00,1.473397970199584961e+00,1.935517311096191406e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.656010866165161133e-01,6.989375352859497070e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.157437086105346680e-01,0.000000000000000000e+00
8.894941806793212891e-01,1.235891699790954590e+00,1.416033506393432617e+00,1.915565013885498047e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.807798862457275391e-01,7.092925906181335449e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.199970960617065430e-01,0.000000000000000000e+00
9.656360149383544922e-01,1.183223485946655273e+00,1.307616353034973145e+00,1.809280395507812500e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.956721067428588867e-01,7.021841406822204590e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.555510282516479492e-01,0.000000000000000000e+00
