6.235645152628421783e-03,5.302396416664123535e-01,2.816480994224548340e-01,-5.440031290054321289e-01,-5.549598336219787598e-01,2.110601365566253662e-01,1.620385795831680298e-01,-7.094920873641967773e-01,-1.066628098487854004e+00,-7.857210934162139893e-02,9.584012627601623535e-02,-7.574843764305114746e-01,-1.206102967262268066e+00,-2.477362304925918579e-01,-7.042551413178443909e-03,-7.544007897377014160e-01
-3.174724280834197998e-01,4.919107556343078613e-01,5.955655574798583984e-01,4.647359997034072876e-02,4.580649435520172119e-01,1.030944228172302246e+00,8.819959163665771484e-01,3.479548692703247070e-01,6.513694524765014648e-01,5.503895878791809082e-01,3.642927110195159912e-01,4.512827396392822266e-01,5.064831674098968506e-02,-4.944144189357757568e-01,-3.914420008659362793e-01,3.169552683830261230e-01
-2.490393966436386108e-01,-2.425010651350021362e-01,3.166170716285705566e-01,1.166777014732360840e+00,-5.998271703720092773e-01,-4.933006465435028076e-01,3.459891676902770996e-01,1.288643836975097656e+00,-9.223468899726867676e-01,-6.474914550781250000e-01,3.266703784465789795e-01,1.192209959030151367e+00,-1.051804065704345703e+00,-6.691668629646301270e-01,2.087137699127197266e-01,9.315035343170166016e-01
1.343561887741088867e+00,9.441912174224853516e-01,6.813387274742126465e-01,6.272698044776916504e-01,7.038713097572326660e-01,3.273276388645172119e-01,1.491076350212097168e-01,1.385111510753631592e-01,3.666368722915649414e-01,2.941016852855682373e-01,1.346866488456726074e-01,-1.275635957717895508e-01,5.503582954406738281e-01,7.209506034851074219e-01,4.484181404113769531e-01,-9.209635853767395020e-02
-3.263152763247489929e-02,2.483523450791835785e-02,3.896438702940940857e-02,4.859270993620157242e-03,-3.729833289980888367e-02,1.995731145143508911e-02,3.011631779372692108e-02,3.941019624471664429e-02,3.062485158443450928e-02,-8.626854047179222107e-03,-4.938815906643867493e-02,1.335132494568824768e-02,2.278771810233592987e-02,-4.621138051152229309e-02,-4.841528460383415222e-02,-2.743344381451606750e-02
2.779988944530487061e-02,2.373081259429454803e-02,-5.165310204029083252e-02,4.287621378898620605e-02,-5.325789097696542740e-03,4.569119960069656372e-02,2.511148713529109955e-02,9.266523644328117371e-03,-3.091034665703773499e-02,-2.040298283100128174e-02,-1.242487039417028427e-02,-1.930037513375282288e-02,-2.890093438327312469e-02,-9.803619235754013062e-03,-5.097080767154693604e-02,-3.739582747220993042e-02
-8.792483806610107422e-02,4.812476336956024170e-01,5.000231862068176270e-01,1.812691986560821533e-02,-1.666402071714401245e-01,-2.375932037830352783e-01,-6.490056514739990234e-01,-6.855261921882629395e-01,-1.361508816480636597e-01,-8.258888721466064453e-01,-1.322931885719299316e+00,-6.593429446220397949e-01,-5.623110011219978333e-02,-7.563169002532958984e-01,-9.497355818748474121e-01,-3.229961171746253967e-02
-1.494032591581344604e-01,-7.379564642906188965e-01,-1.174891963601112366e-01,1.003210902214050293e+00,1.995157450437545776e-01,-2.907918989658355713e-01,2.065135091543197632e-01,7.839512825012207031e-01,4.247345924377441406e-01,-7.365503907203674316e-02,-2.096583694219589233e-01,-3.580644428730010986e-01,2.337219715118408203e-01,-5.343220233917236328e-01,-1.246925950050354004e+00,-1.729849100112915039e+00
3.769385861232876778e-03,3.737678006291389465e-02,-5.448819324374198914e-02,7.012504152953624725e-03,2.422758005559444427e-02,-1.234761252999305725e-02,-7.584651466459035873e-04,1.144629996269941330e-02,-2.363335806876420975e-03,6.610789149999618530e-02,-4.828472621738910675e-03,-4.337175190448760986e-02,2.231112122535705566e-02,-8.522898890078067780e-03,-4.389787791296839714e-04,-5.731930211186408997e-02
4.779381304979324341e-02,-2.336651645600795746e-02,6.438106298446655273e-03,-4.452554509043693542e-02,-3.404806181788444519e-02,1.286723650991916656e-02,-2.841617912054061890e-02,3.858087584376335144e-02,-4.215421155095100403e-02,-3.968150168657302856e-02,2.613018266856670380e-02,-3.553739190101623535e-02,-3.977530822157859802e-02,-9.940060786902904510e-03,4.712307453155517578e-02,-2.024263702332973480e-02
9.325171709060668945e-01,-1.194464862346649170e-01,-1.100954174995422363e+00,-1.229288935661315918e+00,8.341329693794250488e-01,-5.468638148158788681e-03,-5.479699373245239258e-01,-4.899055063724517822e-01,2.730155885219573975e-01,-2.343512475490570068e-01,-1.491001993417739868e-01,8.854088932275772095e-02,-4.245021343231201172e-01,-6.482668519020080566e-01,-2.114787250757217407e-01,2.048094123601913452e-01
-2.856766991317272186e-02,-8.173259906470775604e-03,4.315231740474700928e-02,-7.410774938762187958e-03,1.497823745012283325e-02,1.598427444696426392e-02,1.870991475880146027e-02,3.086092509329319000e-02,1.502262242138385773e-02,1.671505346894264221e-02,-1.608994789421558380e-02,-1.362449210137128830e-02,4.255429655313491821e-02,4.487546160817146301e-02,1.540759578347206116e-02,-4.855303466320037842e-02
